ID,state
1675974235,0
1037171235,1
1965591039,1
1219544376,1
360686960,1
104714061,0
666304237,1
262563489,0
1013693136,0
1342783225,0
1160340048,0
1631694579,0
1745811475,1
1586096938,1
5900541,0
2035628406,1
1577100497,0
857892622,1
788806213,0
1353215314,1
287830994,0
414217623,1
1744793463,1
267431855,1
310497184,0
1044588998,0
649837312,0
1184654635,0
1119211262,1
923439225,0
1735625544,1
161194032,0
2097099944,0
798022141,1
1590376888,1
421751974,0
1444875812,1
122993022,1
1923702693,0
1875306892,1
599044142,0
963206718,1
1008433066,1
1996535433,1
273556030,1
1664787554,1
479980715,0
1748700080,0
360890847,0
1760699523,0
950619872,0
1125295040,1
486259567,1
1275201526,0
311148306,0
602646819,0
1359778314,1
1435869493,1
1151579624,0
692886419,1
1404856924,0
1510855242,0
112751975,0
942368245,1
30504480,1
84286008,0
1183564671,1
97054185,1
2033254499,0
1119628570,0
1469270152,1
285817643,0
1675409680,0
525372575,1
2099058323,1
793597864,1
1893550087,0
1111636502,1
1857253808,1
1233163191,1
1702705472,0
1092982388,0
871471874,0
1148759312,0
1271188208,0
1594042136,0
523255146,1
658805475,0
1781654924,1
696600268,1
78804467,1
1086901017,0
1795488675,0
1012895442,1
691077746,1
1892452951,0
256623817,0
1639102318,1
1866702683,1
1698906916,0
459314643,1
1817248219,0
970876175,0
704008611,1
786684270,1
649349030,0
848245814,1
1817217997,0
329804731,0
174781107,0
538614248,1
1443781369,0
542130974,1
1788320514,0
1902981539,1
1730844349,1
466191361,1
361784334,1
88739570,1
1468776614,0
264541748,0
1902875616,0
1256312184,0
369848662,0
1013395779,0
867030951,1
779465065,0
518742147,1
1885171403,1
550489318,0
2008821191,0
515971050,0
1625036251,0
1840449952,0
1461317921,0
507130318,1
535998693,1
600670121,1
1645610625,0
2031278219,1
1627119480,0
1527445999,0
1509026646,1
1365226770,0
666495850,0
1422345211,1
950125847,0
1648178530,1
652521551,0
685109627,1
1064159375,1
1758812974,0
1382687970,0
1060219091,1
821598646,0
1305795896,0
654882615,1
1124139902,0
1243188084,0
8504933,1
890174625,1
1006737628,1
315279940,1
1433865168,0
1327504420,1
1747939383,1
1485264347,1
1889623952,1
2096717694,0
864251816,0
1299115908,0
1334952780,1
1711779658,0
318296869,0
16665540,0
226277861,0
1306292758,1
93727786,0
2091465602,0
204352165,0
827114694,0
766350640,1
1117282175,0
533565360,1
290830456,0
2067019440,1
1741550692,1
536677207,1
1938030430,0
1202080403,1
529639511,1
1880135087,0
1805013968,1
488676364,0
951545521,1
1305239584,0
670446995,1
1094445844,0
637531500,0
832149688,0
1581691851,1
1508508565,0
1509070272,0
1955336833,1
121590198,1
1159641204,0
1895022326,1
2053953859,0
31226396,1
1497867518,1
2048933437,0
1141419852,0
1700935561,0
1101786413,0
1316950697,0
314478461,0
425520055,0
487825233,1
1503591897,0
694655492,1
986415752,0
580842966,0
510134823,0
418401849,0
2107694186,1
612306006,0
1161706632,0
1881811304,1
1281676847,0
1164833216,1
255551581,1
1560970568,1
1069641050,0
242022305,0
596990298,0
621180128,0
417908140,0
555729005,0
1622845005,0
425057467,0
2116418091,1
2100273733,0
115620934,1
52833562,0
2139743499,1
1244417436,0
1150028813,0
1526020315,1
1444991529,0
527999610,1
834319255,0
1001714289,1
861379588,1
1768850865,0
231556485,0
599931273,0
381624436,1
1710867701,1
1321826263,1
1552044451,0
1440997775,1
1038907160,0
1491520704,1
1069758669,0
1696107923,0
745403933,0
839814149,0
838636910,1
976754484,0
1468895557,0
1023076243,0
1421422112,0
802525743,0
1321152053,1
1343169688,0
1481878626,1
486763587,0
552228651,1
751558217,0
1738292033,0
1945260868,0
400568350,0
1335495877,0
617150784,0
747653353,0
1087222369,1
173664042,1
745649874,0
691388169,1
1040335337,0
1880676579,1
894264636,1
637830565,1
1395240750,0
1405027035,1
2124318484,0
29990995,0
1837570113,0
408554796,0
255134861,1
1088610835,0
982770685,1
1769435977,1
2044759439,0
1286192406,0
1247805069,0
209289465,1
580577863,0
391561537,0
195875196,1
1542106656,0
580787050,0
1211134810,1
762320987,1
85434950,0
1326224802,1
609052019,1
566295364,0
1082632968,1
1334569758,0
818719180,0
183340819,0
909253127,0
172875236,0
1032063874,0
341142703,0
313288019,0
1700016797,0
795913770,0
1145058761,0
1940380210,0
239413668,0
2010184505,0
1011277482,0
2099915418,1
1617579155,1
1619574057,1
43826283,1
1152590892,0
1527274025,1
1203845086,1
557440823,0
629995743,0
119259704,1
584818400,0
1015898649,0
1707606690,0
1087532001,1
1238368834,0
2100559502,0
1765019783,0
854756666,0
1747866466,1
1432168719,1
1245263401,0
915915491,0
2116281705,1
1892556241,1
980094386,1
37049667,0
2127084312,0
663875220,0
86335522,1
1417728817,0
1813974853,0
1618934956,0
1596375638,0
142893893,0
1097038611,1
1763874540,1
2125208707,0
294489146,1
1664487721,1
1338551515,0
62695699,1
1855151583,0
1937245593,0
1558532423,1
1882792401,1
1198377551,0
1052033837,0
2094007959,0
2088207559,0
1463090510,1
1478648845,1
316982516,1
1912753221,0
147573601,1
1545430405,0
639601110,0
1867474852,0
1360714292,0
683865116,0
1709320184,0
1254630197,0
116084816,0
1655777085,0
261005364,0
1857448692,1
1177923467,0
166503784,1
2138388638,0
1855734564,1
938056473,0
1211973677,1
280282471,1
412492587,0
1107481218,1
1139106370,1
818665993,1
40596474,0
1869915759,0
1574543484,0
2079074569,1
2145041414,0
126471028,1
496161381,0
574377253,0
440431366,1
267361410,0
1360617218,0
1677471579,0
998728064,0
414670093,0
218699906,1
970169860,1
433594963,1
2127769463,1
511142087,0
1261855792,0
2102226331,0
206412477,1
1171015231,0
210461593,1
232479393,0
562006816,0
1902452205,0
1169163931,0
1579299733,0
396359626,1
1831605139,0
715526683,0
1770480694,1
725357379,1
904744418,1
1216416665,0
1806013463,1
1328517095,0
152386217,0
1654938581,0
1676453697,1
1796481657,0
1858733095,0
857466995,0
2110258816,0
1239330730,0
1156347247,1
2111097870,0
2121401003,0
1119331109,1
514315010,0
445902843,1
242876755,0
1247522204,0
449995875,1
1658766928,0
673360400,0
1958652021,0
990806326,0
1312449158,0
2113516157,0
538118602,0
2102719013,0
1485810792,1
2051791145,0
495895789,0
1000781512,1
659633586,0
1523991458,0
1891442304,1
421698877,1
1258714219,1
1382891469,0
1447925501,1
587902894,1
263133008,0
1677791043,0
743610659,0
1725076564,0
916394658,0
173967892,1
353791775,1
1518338083,1
1173716174,0
720444216,1
1635970792,0
615171671,0
1977714591,1
1325912771,1
678681007,0
1925033416,1
89184547,0
1868064339,0
1669607670,0
20568257,0
408729456,1
1951216762,0
2028245387,0
1388005012,1
1479879678,1
852679799,0
748796350,0
352020196,1
385802101,1
397170755,0
1201048207,0
1926132420,0
359117978,0
2059862407,0
700902333,1
716378991,0
2083782734,1
1505518584,0
474450357,1
2131783578,1
225002090,0
1151957991,1
1802532169,0
1109787984,0
1506004504,1
1749148372,1
1762669700,0
690104884,0
1370043802,0
925752189,1
1009892642,1
814736288,0
1849556005,0
1535543845,0
263396144,0
783730526,0
839234901,1
491402236,1
188977710,1
433563656,1
357145497,1
1293765513,0
1986822261,0
994856655,0
1248700647,0
1737798259,1
1197074257,0
955397127,0
1992348238,0
1230063092,0
1752695810,0
2028297707,0
32476589,0
2119953649,0
2132449112,0
620958540,0
1157170183,0
932736756,0
1693345562,1
1152831174,1
47731704,0
2069616640,0
1731125751,0
450010306,0
1276410742,0
1452614818,1
1634964093,1
819359791,1
777628434,0
2020923078,1
1580668276,1
2041100245,1
2066319812,1
1314718931,1
1528070720,0
1297421326,0
717154296,0
1575237176,0
657430978,0
1881534055,0
1087405389,1
596570709,0
1674684687,0
149878856,1
218087083,0
1920811120,0
1791724876,0
460351279,1
1521654989,1
525170430,0
1928129147,1
2108339786,1
1996438538,0
113300067,0
1793861345,1
1002617687,1
1604848843,1
1667377687,0
108376326,1
1670690951,0
651412044,1
1288217481,0
1139813507,0
232625550,0
1112088439,0
1751690680,1
1742849270,1
808844746,0
504883131,0
472750213,1
1741296229,0
1753626841,1
1460413922,0
189741969,0
1350924850,0
1226876623,0
1990631856,1
751763026,0
1411362563,1
117657302,1
598002628,1
383481426,0
256330925,1
1574286351,0
1324216183,0
243420014,0
1327263197,1
360477371,0
653485549,0
903455939,0
557804108,0
1751331001,1
1129483838,1
1523958124,0
657042525,0
1838638050,1
1642643165,0
668327870,1
1298352499,0
150683732,1
1463115207,1
998591126,1
267524218,1
1320300006,1
443112851,1
1267092636,1
1637410784,0
1230722630,0
683494774,0
989990568,0
694391792,0
433311826,0
4948516,0
1127415264,1
457198792,0
1325952087,1
757199591,1
692625590,1
1375074796,0
513878957,1
287709492,0
420566273,0
1881943201,1
520126320,1
111179421,0
1794217910,1
917403294,0
351184225,0
2035318686,0
446262323,0
1086232780,1
1428509781,0
610077165,1
1156319150,0
137032565,1
1880952171,0
2117914122,1
447115810,0
1147989373,1
364205352,0
1567861073,1
552903752,0
538965728,0
1195932411,0
2079974237,1
2005323380,0
1556038299,1
2118469128,1
1357411604,1
695847940,1
2075907711,0
628603364,1
552944260,1
1880415519,0
1039578344,0
56076708,0
1158941828,1
1923384221,0
1383529874,1
1808997096,0
668933309,0
1902538407,0
737814743,1
1275113769,0
1574430494,1
1941209782,1
1081943786,0
354094981,0
1157974373,1
417124735,1
921531101,0
445980482,1
1082779352,0
696340351,0
1614018824,0
306105901,0
218899280,0
461914704,1
985333258,0
562363931,1
2110863164,1
1378504987,1
273630972,1
773680732,1
1435491741,0
350071430,1
414913842,0
1632945463,0
516255595,1
1665396621,1
1566891199,0
1711164414,0
1009962856,1
2097278710,0
508752231,1
499412161,0
554282880,1
1940882293,1
454848324,0
653918490,1
1703388366,0
795254385,0
401160431,1
1515302034,1
396287444,0
16139771,0
528424722,1
1734411316,0
1713098311,0
1819212464,0
1833217734,0
2004741777,0
200158711,0
170668714,0
553487478,0
1691472171,0
535315695,0
2072760866,0
1216057697,1
890200170,0
419027509,1
47261801,0
820627382,0
642420466,0
201210506,0
302716637,0
31201518,0
891933077,0
592715361,0
2043431381,0
1076971441,1
1478620855,0
409040555,0
1104255584,0
1608139503,0
185874626,0
1866271698,1
788908520,1
2108848823,1
484982443,1
1990478007,0
2027804809,0
19583719,0
1453199010,0
484633455,0
819594594,0
196178970,1
718965728,1
1412736840,1
997830829,1
1628519957,0
1803186077,0
546312147,0
1138260963,0
228348801,0
238840799,1
1258262633,0
1717736675,1
1974957673,1
811909059,0
280591992,0
374424371,0
60780827,1
2129196958,1
111457442,1
1466022845,0
639271305,0
180125060,0
1292441329,0
1695801038,0
1681292080,1
1602988475,0
2065773345,0
1742051687,1
2114358779,1
1107047631,1
1175911553,1
1370269775,1
1015875469,1
855455010,0
521203687,0
1377418986,1
557473301,0
1781635610,0
2069072225,1
377027509,1
1522581691,0
263701615,0
1402772165,1
990218797,1
2046106880,1
622777714,0
1721562771,0
847444279,0
381887674,0
1527547616,1
2052240787,0
1723976734,1
1677923455,1
1900013884,1
947342114,1
918663942,1
736544295,1
1871290591,0
855340289,0
2036869466,0
159920031,0
1822706359,1
473393321,1
1047298790,0
1422126790,0
1901052089,0
461646747,0
1036262608,1
1226642031,0
568247026,0
2069698113,0
1497280,1
1723162837,1
1955120276,1
2037119677,0
935443583,0
595077353,0
816024958,0
2070750797,1
1468891876,0
1709688093,0
1908453105,0
1507856103,1
816032469,0
1953673358,0
422191919,0
1112945432,1
1917149675,1
1750848291,0
1972221989,0
265478260,1
982186409,0
1530375758,1
792810070,0
1385419692,0
276282405,0
568856484,0
1197943945,1
1272522095,1
1956550220,1
1514657379,0
1894903412,0
140761189,0
1556620906,0
1706515637,0
340843397,1
758490988,1
585625513,0
1126550700,1
1222004218,0
199569934,1
819637263,0
1435448128,1
1480524421,1
51265975,0
1611368982,1
1934433432,1
433431298,0
1458626201,1
1687948278,0
26332655,1
1218275390,1
428688751,0
258195629,1
126735570,1
448989968,0
1025064587,1
1225083063,0
420511616,0
833946103,1
1002571103,1
2122085965,0
1841161785,1
1394212326,1
1737365558,0
742154798,0
1243496804,0
1030877671,0
378187712,0
1170651543,1
571772885,0
1781930183,0
1064927393,0
1003770739,1
1997531103,0
172791770,0
1137799083,0
1081801840,0
87713961,0
1046479054,0
801294143,1
1837137679,1
84711701,1
1502162042,1
167823377,0
837420977,0
846243213,0
1636031673,0
479531206,1
958686571,1
1203415417,0
2016708733,0
1630174624,1
1642906855,0
2006510553,1
1590537100,0
1326221873,0
1322863286,0
327261672,0
1685032488,0
780201049,0
756591922,1
1266381945,1
1088562765,0
341836191,1
1618980892,0
520227850,1
1418409988,0
1626491410,1
1089137757,0
1781629322,1
1191033582,1
1644883659,0
1296599442,0
1541396429,0
731046793,1
1939349773,0
1245177204,0
90041755,0
1388607188,1
452866048,1
1137929457,1
1387671216,0
953569040,0
487442071,1
1347854218,0
1341776913,1
1329858122,1
454687266,1
1013055913,1
1661479760,0
721744882,0
580673271,0
1591022000,1
1967338247,1
2000350707,0
1354614493,0
133713059,0
1397537928,0
963210962,0
949511065,0
181092039,1
1863079280,0
281688086,1
555457680,0
1623015969,0
562368051,0
1687768451,0
1691138927,0
388531945,0
1120692304,1
1731329176,0
1165056271,1
72327607,0
1844318821,1
555047805,1
2077732916,0
310951412,1
2114493575,1
1735153345,1
1443277502,1
1643628029,0
2086673330,0
1648673917,0
754000416,0
916199756,0
381686633,0
98419525,0
1340950616,0
1943036351,0
691747081,0
1062150680,0
1631906306,1
242676786,1
839381787,0
1428622216,0
593135482,1
1498631517,0
1238679359,1
357238103,1
789370600,1
2126347335,0
2141759523,0
1855897638,1
1319956160,0
926000779,1
309740625,1
362446262,1
1553742834,1
1865757119,0
1086068277,0
69642286,0
1087555180,0
1853804060,0
169226429,0
131114388,0
878085800,1
275288287,0
1698257342,0
619102531,0
971308693,0
936780740,1
1404889069,1
1596948422,1
784672052,1
1787530692,1
802034999,0
1166959220,1
684720856,1
1585811643,1
605530045,1
1602739984,0
1041788293,1
1904457584,0
1965889566,0
527516769,0
950854513,1
1274752344,1
29105787,0
1595581093,0
1770593842,1
605361041,0
2069715695,1
1605661411,0
601725415,0
1523857855,0
576506264,0
1194638053,1
685056578,1
2106933448,0
2016671541,1
1788431315,1
777057820,0
39590517,0
1603163369,1
1271776769,0
1617610102,0
1881984350,0
1295201014,1
450239420,0
1352257993,1
974477981,1
1831149793,0
1995913703,1
65736153,0
2080897843,1
359034939,0
136602517,0
1051657727,0
1896420682,1
1153675573,0
841962140,0
2046837052,1
935015657,0
813673985,0
1663526979,0
61659351,1
80154276,1
1710979207,0
1561657707,0
300481027,0
890796585,0
780184994,1
768471263,1
944129650,0
656926047,0
817375704,0
876786181,1
415361397,0
2014632513,0
1725926906,1
176925415,1
1525721574,1
1215820580,0
2045526508,0
309886909,1
1950155311,0
1471310320,0
395074886,1
384588342,1
754070960,1
1827628110,0
117429304,0
1100754526,0
1096194952,1
9886551,0
815838321,0
238297647,1
1809133577,0
928420614,1
241414200,1
538407582,0
1111134647,0
1888602670,0
1786865671,0
664935922,0
1973191203,1
2097902339,0
355628837,0
33877250,0
1092508417,0
1261621677,0
175370281,0
96886429,1
1876570481,1
30074111,1
1161224930,0
2001348568,0
2075522854,1
717941256,0
652426301,1
790871002,0
38899478,1
2028305399,1
1942447805,0
49054413,0
489758018,1
298627596,0
451840492,0
1795085194,1
1831769616,1
26484918,1
1198348006,1
445500849,1
714996943,1
2141556454,1
786398391,1
1877034305,1
1123808914,0
1374197794,1
1076710263,1
1051522130,0
743207209,0
1043295981,1
514842785,0
1318486747,0
1987497571,0
1947575824,0
1984073278,1
1366166768,1
626115056,0
35328455,0
350892724,1
1141330842,0
1468124255,0
1149481574,0
1119699049,0
690754250,0
118058485,1
400145811,0
463656644,0
952083471,0
197669967,1
600709088,1
1262804440,0
1225079426,0
207702168,0
1865653672,0
2147349697,0
1899702839,0
2068011684,0
1774110319,0
1305526402,0
1637995264,0
1143359226,0
1498176650,1
956102462,1
30967479,0
1590875201,1
1319638576,1
2048844042,1
1719639448,1
99617928,1
1043568922,0
1969693361,0
2007553871,1
1549409736,0
1611341347,0
1775577280,1
670287910,0
122086991,1
832161731,0
1693695392,1
1971847277,1
1641094662,0
936395691,0
664945797,1
1872324289,1
1348953247,1
2050664066,0
278396275,0
1255315985,0
64180569,0
702404199,1
1290519229,0
2032032209,0
203048724,1
1320865028,0
1925197451,1
919193776,0
2049696378,1
1269204577,0
1209228585,0
89870844,1
2004295210,1
1632859267,0
1250125797,0
1359995785,1
1326899751,0
965194399,0
1562141966,0
45922817,1
116997751,0
373530433,0
1519054690,0
1663885226,0
410787620,0
1065550111,0
2122212939,0
209404725,0
1325568803,1
1525935684,1
1076353511,0
1122724205,1
233531618,0
1428421274,0
617735693,0
1054515469,0
257043222,0
312550497,1
688981725,1
37732876,0
1158530534,0
1451146969,0
625625780,1
1230740614,1
800649506,1
787606520,0
1348204726,0
1373924367,1
784282309,0
1130464763,0
15118351,1
1672394985,0
2107828543,1
1032774457,0
956771760,0
796932104,1
1600575081,0
1318554373,0
461267717,1
60380392,1
1976263430,1
1248737143,1
1341145923,1
1488687199,0
760731495,0
315881522,1
1609447597,0
1507427937,1
377081512,1
1416612000,0
1079740819,0
1314110090,0
323290137,0
1010798987,0
18852439,0
72992255,0
769185708,1
42976996,0
955073424,0
29168041,1
2121197011,1
1374999365,1
780932958,0
654265864,0
678705893,0
1114017657,1
1621723752,0
680062682,0
972046306,0
1834708825,0
1848853154,0
1406303495,0
1134181518,1
758205395,0
944412135,1
1480847954,0
919144111,0
1848332799,0
1657597004,1
1231796454,0
798885611,0
1245010342,0
1529827571,1
339444890,0
1653007264,0
1743068933,0
1203668360,0
1783770256,0
847769625,0
1952086046,0
338929730,0
802064742,1
858024993,0
1981349576,1
365389044,0
1983617819,1
1901183459,0
483890390,1
1084368213,0
1169870788,1
1579030563,0
1851623649,1
269597538,0
1980501446,1
1023897532,1
581158060,1
1733470343,0
1363993486,0
1993330882,0
409617981,0
1152332001,1
236509628,0
1437790206,0
1796344526,0
872765644,1
1424484204,1
1072534785,1
934399018,1
1759818120,1
1000656794,0
245189865,0
1318443985,0
1982227092,0
491578485,1
2021614940,0
1969821457,0
747620214,1
730397597,0
318307404,1
1096912362,1
628624603,1
1437771929,0
938378570,1
1485207943,1
922648398,1
1983527799,1
1873628349,0
1017338225,1
522865087,1
1653048335,1
1723992275,0
439714592,0
740717530,1
703107412,0
227919875,1
1301368040,0
382277048,1
1061611449,0
1858015695,1
2063544013,0
1553472644,1
1073429985,0
1412472443,0
576762803,0
1665279391,0
1845579506,0
1539148413,1
643226999,1
2126859448,1
1328843375,0
1872871652,1
721070091,0
752622477,0
1648207275,0
1527249462,0
1124847399,0
1824360799,1
114461954,1
968024303,1
1315926909,0
1237497504,0
81538744,1
2004368719,1
278432697,1
666735906,1
1323404588,1
889450942,0
1129168754,0
959204600,0
2122324881,0
2067257580,1
574884182,0
145345683,0
751462146,1
1992737172,0
1169511821,1
1404915850,1
67917834,1
836985132,1
1258917401,0
867365025,0
1580927142,1
711225455,0
1057768027,0
1264606219,0
656792470,0
2109039535,0
1867343193,0
685496872,1
2022130868,1
1692394884,0
1992193815,1
1906734371,0
542507636,0
1613472607,1
491461721,0
1071526801,1
696789074,1
1913107675,1
1470496278,0
562563974,1
565884170,0
566760064,0
1192064677,1
673835867,0
525450925,0
42558316,1
842558827,0
1443562026,0
1166505829,1
1666231682,0
680593565,0
1879907795,1
992423620,0
435686350,0
222889108,0
1807095416,0
12076273,1
1120827966,0
1801724721,1
1487783781,1
935722404,0
1587349743,0
785046586,0
1584674643,1
974089760,0
1941670892,1
1703816891,1
2106468000,0
984453142,1
964528739,1
1275780680,1
153642172,1
1592339799,0
1498408151,0
300802122,0
932207289,0
862383984,1
757809572,0
255717705,0
2020254621,0
1403089709,1
1046938576,0
1360492005,1
142072366,0
868213736,0
945695021,0
31399716,0
341591135,1
1419939130,0
711665501,1
465155617,1
1658836721,1
1557255388,0
1488263053,0
383550439,1
1484779071,1
1256268884,1
103058875,1
1070775953,0
765598413,1
1582740976,1
1594772141,0
793163951,0
820647061,0
1006684765,0
708905000,1
202049961,0
1448115120,0
98397508,0
116396245,0
1129627290,1
1657577114,0
1019043720,1
1650936312,0
40408130,0
428695101,0
687151241,1
1079127781,0
61273687,1
624874597,0
424266308,0
1895632450,1
414608858,0
611631603,1
1487695150,1
482617934,1
1263509664,0
1466588091,0
610352880,1
1650717806,1
2092088183,0
2073367652,0
548148954,0
1240820439,0
1415764705,1
1302222456,1
1127601289,0
786942693,1
534456395,0
23010769,0
56118388,1
1969972568,0
1502137172,0
740457009,1
444619147,0
1561982484,0
2127415699,1
1618768674,1
1545450525,0
518779657,0
1721859210,1
1979409666,0
875874433,0
902268250,1
1738488209,0
1514885610,0
378845549,0
1677327208,1
877952862,1
1888600691,1
301137835,1
1799378090,0
908490715,0
86327598,0
657652319,0
492315443,0
1036888865,0
555349015,0
478910551,0
1285289262,1
869737927,0
1655154095,0
1632455018,0
2125206928,0
722709740,1
1470064169,0
791954476,0
1514473626,0
317728903,1
998948932,1
947820107,0
687457130,1
1257414135,0
1123381529,0
2069583373,0
1031328397,0
133126512,1
1268507673,0
1821155867,0
1649946278,0
942957230,1
1871095973,0
673588433,0
621935249,0
1039388561,1
1585076435,1
1896391492,0
1957083722,0
539197142,0
170168288,0
1834925225,0
520588286,0
247954814,0
967538692,0
1439093311,1
734792599,1
1250744504,0
195122234,0
1465718718,0
1706981993,1
1665808390,0
1557793034,0
1707591902,1
936120219,0
1964409812,0
1568863573,1
1894309811,1
1274772198,1
1288719903,1
660530721,0
2099165725,0
1230726510,1
2006698393,1
251766470,0
366046861,0
1296002501,0
1397909323,0
687604825,0
1870835255,1
1922311052,1
1961167719,0
791344905,0
2134320460,0
1234477082,0
875556585,0
1370599675,1
156808183,0
1202755795,0
931083308,0
1081184047,1
2125583483,0
703656255,0
1617216292,1
575466526,1
861144316,1
342108061,0
1795365839,1
568831664,1
871463900,1
915212423,0
1665560468,0
715782473,0
1566019743,1
911699017,0
2104036211,0
822833518,1
2068704338,1
1090073711,0
352734715,1
2051452737,1
1954335770,1
1975291275,0
1349913621,0
1629992940,0
1985557488,1
569615044,1
620743032,0
1843473325,0
456325221,1
1526347383,1
389393785,1
1757747259,0
998581895,1
981511132,0
1984879228,1
216042177,0
243977433,1
1244691488,0
2056458057,0
592462216,1
939422596,0
855795568,0
1612169077,0
1882620666,1
1772769920,1
885802467,0
681405420,0
1261332356,0
861022001,0
1709868086,1
748631415,0
1716414686,1
1456538339,1
1683712407,1
526960103,1
1041358690,0
2025547777,0
646976826,0
1939161164,0
1006866696,1
956879056,0
2124044745,0
1306321492,0
61213199,0
625926579,1
773634293,0
553746329,0
1298881865,0
764853390,0
572773088,0
